region,solar,wind,hours,inter,intra,std,mean
ERCOT,0.0,0.0,10,3.6706553622507494,1.1796447248285147,3.9020531323640855,174.7494275652778
ERCOT,0.0,0.25,10,4.850340410900618,1.6058141119503793,5.1595248311579684,169.29620232720734
ERCOT,0.0,0.5,10,5.674907377974331,1.816603511206815,6.034082521759322,165.8912578157593
ERCOT,0.25,0.0,10,3.0881074457779363,2.2655719935738396,3.9042569388061663,155.48758733531807
ERCOT,0.25,0.25,10,3.6581639296107005,2.900425876462045,4.772624328340177,136.95873771022826
ERCOT,0.25,0.5,10,4.1726402163578715,3.408934186351737,5.481503627958332,129.93492993833854
ERCOT,0.0,0.0,15,3.5774491898616456,1.50226697784807,3.946298985777548,173.95944555403054
ERCOT,0.0,0.25,15,4.675514700018985,2.0213133090270534,5.181175077049128,168.23909635525538
ERCOT,0.0,0.5,15,5.429320972778147,2.159273719692544,5.9424903521476535,164.81396885062412
ERCOT,0.25,0.0,15,3.049906390905073,2.6323403716043745,4.091386920560374,154.20026262091196
ERCOT,0.25,0.25,15,3.4849139637159086,3.4174865713510942,4.958885290493911,135.28158205711702
ERCOT,0.25,0.5,15,3.8267973230421055,4.126074767323874,5.7321213344650825,127.82947507523774
ERCOT,0.0,0.0,20,3.554712936619511,1.7733436151612134,4.043897658308954,173.27908839053183
ERCOT,0.0,0.25,20,4.565385194442424,2.2519034366978095,5.191071737871173,167.43025533188234
ERCOT,0.0,0.5,20,5.300802166592428,2.470975108444987,5.953049811097473,163.9034855041726
ERCOT,0.25,0.0,20,3.0288283869012145,2.9362883431693807,4.2719549182392695,153.15312527790178
ERCOT,0.25,0.25,20,3.3201587137827686,3.821179937113941,5.131460438950078,133.9127260700243
ERCOT,0.25,0.5,20,3.622926638209357,4.659779935756956,5.991041104747888,126.13385406470157
ERCOT,0.0,0.0,25,3.545909408447868,1.957810758039313,4.120516589946061,172.71219724118157
ERCOT,0.0,0.25,25,4.528012978328108,2.454730743157061,5.253026196237541,166.73673006577363
ERCOT,0.0,0.5,25,5.207977763873122,2.708067051115362,5.975503408099248,163.13221041765456
ERCOT,0.25,0.0,25,2.9812598726925037,3.169293064375754,4.39788778877766,152.27693943496814
ERCOT,0.25,0.25,25,3.1891042288977904,4.173145979025141,5.318679772923464,132.7299145523404
ERCOT,0.25,0.5,25,3.4644444547711135,5.07033453175944,6.2211847871993635,124.7066335206793
ERCOT,0.0,0.0,50,3.6136783001945885,2.6008553450440495,4.506220391869162,170.61501273398068
ERCOT,0.0,0.25,50,4.523483620810857,3.1882145866864033,5.625978568050851,164.19468128919985
ERCOT,0.0,0.5,50,5.062047769093573,3.5575712499045626,6.28040287315296,160.27840199413333
ERCOT,0.25,0.0,50,2.853341837597126,3.9855665667583855,4.947312608904468,149.11215077327503
ERCOT,0.25,0.25,50,2.8086967648578676,5.124398456012377,5.891896756616621,128.68937257486422
ERCOT,0.25,0.5,50,2.978638813720126,6.049012928858271,6.814793872399146,119.99230036892735
ERCOT,0.0,0.0,75,3.6210027298388967,3.0815283147836525,4.793732505909933,169.06961456615298
ERCOT,0.0,0.25,75,4.477340164453195,3.7361934154016856,5.919779427221675,162.33550208633773
ERCOT,0.0,0.5,75,4.965899323988204,4.251302890779943,6.626312357220067,158.12996483135865
ERCOT,0.25,0.0,75,2.7885985962474305,4.586067040487307,5.406339605920184,146.86434694622452
ERCOT,0.25,0.25,75,2.7035560164347565,5.679780556997879,6.327925440534371,126.009565678554
ERCOT,0.25,0.5,75,2.813871845813507,6.701354434090392,7.320670524543049,116.83653026683957
ERCOT,0.0,0.0,100,3.550410778802165,3.5391399492033946,5.05242529401208,167.74415972440744
ERCOT,0.0,0.25,100,4.398826723385166,4.185903463277056,6.150771045367287,160.82304190368853
ERCOT,0.0,0.5,100,4.825016822397076,4.806598606025374,6.8968027853483385,156.37122249991484
ERCOT,0.25,0.0,100,2.7197345596452847,5.072679653008128,5.79164237139849,145.05753511651193
ERCOT,0.25,0.25,100,2.5940104349010276,6.111111313242085,6.673334561451439,123.9321873897779
ERCOT,0.25,0.5,100,2.7277620002125262,7.155983337344157,7.705559846897016,114.43727986831121
ERCOT,0.0,0.0,200,3.3595523503926557,4.754844795665047,5.869684293315316,163.87487724888686
ERCOT,0.0,0.25,200,4.030772215773078,5.7634037873504855,7.098358612403651,156.10435738959512
ERCOT,0.0,0.5,200,4.409958829364254,6.617719746492005,8.025635323651189,150.9566612788479
ERCOT,0.25,0.0,200,2.4386592863880705,6.3611641598945186,6.8472927052145165,139.9929440923756
ERCOT,0.25,0.25,200,2.350684478837242,7.285378994988879,7.690821646924782,118.26759135336809
ERCOT,0.25,0.5,200,2.5435586807808472,8.360964140501832,8.785296635369066,107.986991595649
PJM,0.0,0.0,1,8.438567334015993,0.0,8.438567334015993,168.3711691755404
PJM,0.0,0.25,1,10.118267475687198,0.0,10.118267475687198,161.17089935737812
PJM,0.0,0.5,1,11.001507229115589,0.0,11.001507229115589,158.41411913948852
PJM,0.25,0.0,1,7.505866778968303,0.0,7.505866778968303,158.11000073793073
PJM,0.25,0.25,1,8.4566618282813,0.0,8.4566618282813,147.34189850065283
PJM,0.25,0.5,1,9.03400373270241,0.0,9.03400373270241,143.067172393201
PJM,0.0,0.0,2,8.409219260054595,0.24369231031342664,8.413932356465152,168.12747686522692
PJM,0.0,0.25,2,10.141236206232515,0.22329454915348623,10.144668043361134,160.9476048082246
PJM,0.0,0.5,2,10.947282535920513,0.17050034511719397,10.94978561778022,158.24361879437132
PJM,0.25,0.0,2,7.406086813406715,1.0441508048406212,7.52224702943489,157.06584993309008
PJM,0.25,0.25,2,8.62951190654627,1.1983197563924797,8.747825300289964,146.14357874426028
PJM,0.25,0.5,2,8.946067000468071,1.0025800216712233,9.029529849245844,142.06459237152978
PJM,0.0,0.0,3,8.439605289139601,0.4264075278953618,8.451535288207976,167.87846896235834
PJM,0.0,0.25,3,10.16204625814168,0.3924062991149187,10.170315981790012,160.71310429683484
PJM,0.0,0.5,3,10.977208545585649,0.4932464544709642,10.990029591832984,157.92465992641328
PJM,0.25,0.0,3,7.028200050791833,1.6901821047022032,7.297295705563873,156.10456998223566
PJM,0.25,0.25,3,8.37422050044503,1.9507691149490216,8.632513917890355,145.03882683414133
PJM,0.25,0.5,3,8.567594032337176,1.8892122614415667,8.82306600287539,140.90807230635122
PJM,0.0,0.0,4,8.405082838059958,0.616895814522874,8.431759280376362,167.60420614027507
PJM,0.0,0.25,4,10.220488674248358,0.6869980959161934,10.24802142041134,160.37441147451682
PJM,0.0,0.5,4,10.96019933382006,0.7171887662569861,10.988124133633614,157.6026040724757
PJM,0.25,0.0,4,6.81438751424711,1.9870789718900046,7.178526616231289,155.3500664077744
PJM,0.25,0.25,4,8.279579414495837,2.223230567506747,8.606015390981971,144.2243560716875
PJM,0.25,0.5,4,8.389936260012988,2.1909376824370854,8.729200971269014,140.08672684320774
PJM,0.0,0.0,5,8.400249574569486,0.7978469066288278,8.445832639245188,167.32626247652317
PJM,0.0,0.25,5,10.270067935942972,0.8845378535223982,10.315134875916483,160.06306900776485
PJM,0.0,0.5,5,10.96602199318319,0.9911366575646535,11.022344417682111,157.23629270075057
PJM,0.25,0.0,5,6.538272647836756,2.2852965852756912,7.007530134601861,154.66350877082357
PJM,0.25,0.25,5,8.088664688798607,2.4751991892911516,8.512021828431603,143.5025618500297
PJM,0.25,0.5,5,8.271775296556799,2.7081399125438197,8.781948508292471,139.17921839849805
PJM,0.0,0.0,10,8.088944561034692,1.4453203372836958,8.25335317313126,166.0946309633814
PJM,0.0,0.25,10,10.228950967124762,1.590998488991181,10.370110516717965,158.68980470751856
PJM,0.0,0.5,10,10.860041383947744,1.8160488257498302,11.050773096614295,155.68512323240554
PJM,0.25,0.0,10,5.808600033307123,3.0054576575756,6.63990851078074,152.27112493915996
PJM,0.25,0.25,10,7.193460931918115,3.537428142792984,8.130583337668432,140.6499832088756
PJM,0.25,0.5,10,7.311801030702081,4.5484212914211275,8.728025634826059,135.37913466875523
PJM,0.0,0.0,15,7.786191229619105,2.011183835126452,8.085557721618528,164.99615579890437
PJM,0.0,0.25,15,10.005348505824745,2.080270825436281,10.243993631067786,157.58284814686857
PJM,0.0,0.5,15,10.489269496668149,2.479145530255793,10.830393351536749,154.36203190610087
PJM,0.25,0.0,15,5.341236251763546,3.43870618186876,6.465325770814766,150.61492041142054
PJM,0.25,0.25,15,6.266921601944765,4.434774081745427,7.877904913499369,138.34799953856285
PJM,0.25,0.5,15,6.382687831893782,5.41081233720513,8.575706801053954,132.6627434631986
PJM,0.0,0.0,20,7.55057859025247,2.383489272824363,7.969459762092831,164.07142806442602
PJM,0.0,0.25,20,9.711786301269354,2.446766232116234,10.056295064037592,156.647159634882
PJM,0.0,0.5,20,10.052889228013923,3.018656732465325,10.574888127823506,153.17890808783702
PJM,0.25,0.0,20,4.8632282668375115,3.7912120842123738,6.325981345381186,149.28451805795672
PJM,0.25,0.25,20,5.521318514254327,5.004933743901846,7.760184650152567,136.52611052096248
PJM,0.25,0.5,20,5.732978415425252,6.017704607174622,8.576011680064944,130.50526333043362
PJM,0.0,0.0,25,7.33303207499576,2.6907536097314284,7.871695900261637,163.25901241633935
PJM,0.0,0.25,25,9.450211028698158,2.774944605731238,9.901734072571786,155.80846715157216
PJM,0.0,0.5,25,9.71189834933709,3.3885935982794444,10.383072006386918,152.17426571266742
PJM,0.25,0.0,25,4.4184984081403025,4.125323681451239,6.264547665122766,148.12963085633194
PJM,0.25,0.25,25,5.048488225038113,5.378973819667987,7.73610524952916,135.0483059288055
PJM,0.25,0.5,25,5.300712597993801,6.39278722721455,8.59823263328351,128.79407668385966
PJM,0.0,0.0,50,6.61958615478389,3.628660725049037,7.631752835229067,160.32274822982293
PJM,0.0,0.25,50,8.131175504776325,4.331542886573169,9.407391758552604,152.23561200987746
PJM,0.0,0.5,50,8.230792611034863,4.991744172174218,9.863884975024687,148.11636941797826
PJM,0.25,0.0,50,3.315810382871903,4.937120446601698,6.251654467258088,144.27682544665572
PJM,0.25,0.25,50,3.9620803115273406,6.08621012712492,7.605828645212581,130.42029380294505
PJM,0.25,0.5,50,4.427405483791846,7.209159564513453,8.732329089487,123.33459448545557
PJM,0.0,0.0,75,6.02265208719589,4.377476385538117,7.584204890395584,158.09802296823509
PJM,0.0,0.25,75,7.197393419798736,5.362883926713334,9.285445157933848,149.43596900843704
PJM,0.0,0.5,75,7.3084803182428395,5.983450136073308,9.811601088938891,145.07922981875677
PJM,0.25,0.0,75,2.774150522727727,5.422487495253216,6.367173015617931,141.7524693585344
PJM,0.25,0.25,75,3.4048330359078727,6.47479943046924,7.615176792232403,127.53425622538319
PJM,0.25,0.5,75,4.021090327691747,7.669234063505281,8.887402039145995,119.90358531207532
PJM,0.0,0.0,100,5.58436506475533,4.935246323637142,7.6349013080793116,156.2931432359865
PJM,0.0,0.25,100,6.654107180592628,5.970711184298405,9.274368066772984,147.287675245619
PJM,0.0,0.5,100,6.837744636292935,6.536366426577221,9.85215474938005,142.80176197787983
PJM,0.25,0.0,100,2.4772789538560147,5.760417005127452,6.5051689410884865,139.8487637642366
PJM,0.25,0.25,100,3.1321936074276495,6.802870758579882,7.7333428476827715,125.34034116926239
PJM,0.25,0.5,100,3.723286391439365,8.043959911881757,9.05560556234117,117.31139096730759
PJM,0.0,0.0,200,4.582691713485891,6.206202896751186,7.9357937203764255,151.32667617122516
PJM,0.0,0.25,200,5.790548270844024,7.1150189205435295,9.443399621103568,141.749509888299
PJM,0.0,0.5,200,6.16585247973117,8.024971656020156,10.402411778803291,136.510937962616
PJM,0.25,0.0,200,1.8477140086297374,6.626326189403304,7.031979565189619,134.79857718538918
PJM,0.25,0.25,200,2.4684570686770426,7.965889966397797,8.503171528520735,119.2342060202823
PJM,0.25,0.5,200,2.9680172397062146,9.2385142582556,9.851941985370793,110.28061012908243
NYISO,0.0,0.0,1,7.091078208980129,0.0,7.091078208980129,172.06355247226077
NYISO,0.0,0.25,1,8.253019015754873,0.0,8.253019015754873,163.15521072211564
NYISO,0.0,0.5,1,8.035404975594325,0.0,8.035404975594325,159.85205712921095
NYISO,0.25,0.0,1,7.473964233912275,0.0,7.473964233912275,158.0774534219814
NYISO,0.25,0.25,1,7.411914695973197,0.0,7.411914695973197,146.13658908092697
NYISO,0.25,0.5,1,7.409583946300696,0.0,7.409583946300696,141.65999838259134
NYISO,0.0,0.0,2,7.160869570142536,0.17194423337678483,7.165434847300321,171.89160823888398
NYISO,0.0,0.25,2,8.32078630798589,0.28818083679463324,8.328693680276608,162.867029885321
NYISO,0.0,0.5,2,8.128948237584357,0.4338013529596965,8.144698600664558,159.41825577625127
NYISO,0.25,0.0,2,7.368571908769654,1.604766864175608,7.64538100474159,156.4726865578058
NYISO,0.25,0.25,2,7.013719497042362,2.012141059801025,7.506909047513402,144.12444802112594
NYISO,0.25,0.5,2,6.833505028382963,2.2924006247423647,7.3977698536842205,139.36759775784898
NYISO,0.0,0.0,3,7.205319498596256,0.3307171455161171,7.217033385658639,171.68832601123904
NYISO,0.0,0.25,3,8.326617690680962,0.4629826768927317,8.343632399544513,162.59640672751217
NYISO,0.0,0.5,3,8.121981097599608,0.7700244171951225,8.16511386422824,158.96397938174135
NYISO,0.25,0.0,3,7.124547863532599,2.1791724868000406,7.557902544982688,155.31120144122835
NYISO,0.25,0.25,3,6.8658835967633145,2.657783483770896,7.5163936007444585,142.7558070076192
NYISO,0.25,0.5,3,6.394021698258294,3.1529341928778742,7.323644859147279,137.66173519903614
NYISO,0.0,0.0,4,7.264294647060919,0.5196087714361225,7.289328809809118,171.44776357632273
NYISO,0.0,0.25,4,8.336700110822807,0.5838490817683496,8.363096046559619,162.35806755843777
NYISO,0.0,0.5,4,8.16281547596266,0.9636200807222165,8.225681948460906,158.57598199859856
NYISO,0.25,0.0,4,6.838692432256586,2.6123853508456887,7.431737182963097,154.31058874499098
NYISO,0.25,0.25,4,6.761501456716144,3.041761542757927,7.5639671148112955,141.64813993189972
NYISO,0.25,0.5,4,6.270978913907739,3.506731154825033,7.362707670233926,136.4292750418961
NYISO,0.0,0.0,5,7.283643874238568,0.6743725004761755,7.323459458107082,171.2130646816138
NYISO,0.0,0.25,5,8.315539672597604,0.740179238776879,8.357973176865114,162.10864836010953
NYISO,0.0,0.5,5,8.168006813117389,1.146850490822378,8.254897535679804,158.21328961233303
NYISO,0.25,0.0,5,6.637694281136647,2.83111960684825,7.325711344735268,153.54804434409687
NYISO,0.25,0.25,5,6.600552461455165,3.404574424453334,7.570335632566177,140.67957965856337
NYISO,0.25,0.5,5,6.15094072727733,3.8573052621798927,7.434405271970575,135.3457248073763
NYISO,0.0,0.0,10,7.243482995662111,1.16952304811751,7.345885474152474,170.20289836018802
NYISO,0.0,0.25,10,8.060429038032591,1.5355386413918048,8.239784381077135,160.83577081716342
NYISO,0.0,0.5,10,7.976088006956925,1.8392780985909822,8.201030673679996,156.6834945457335
NYISO,0.25,0.0,10,5.97450661538241,3.6687457715685636,7.165072037874279,150.65319857368084
NYISO,0.25,0.25,10,5.982319975197068,4.069927181900962,7.3700637777197695,137.58398530230812
NYISO,0.25,0.5,10,5.569359468889909,4.667804739284294,7.412745960707482,131.71771625432086
NYISO,0.0,0.0,15,7.047798194941677,1.6921599871756268,7.2679938736970096,169.27050077691678
NYISO,0.0,0.25,15,7.744855666067369,2.2140834452311937,8.11863491026988,159.58516533379836
NYISO,0.0,0.5,15,7.618487526346297,2.405749849598469,8.033467080836447,155.4057597096621
NYISO,0.25,0.0,15,5.483248403609298,4.2666979565419645,7.122933622729868,148.55801500831214
NYISO,0.25,0.25,15,5.543176891868101,4.518112122728097,7.2930087050383925,135.48862495325787
NYISO,0.25,0.5,15,5.194624347548709,4.97777081521461,7.3260420133347175,129.49627605296527
NYISO,0.0,0.0,20,6.7898333299263856,2.199761537091267,7.185801871169431,168.34405412871246
NYISO,0.0,0.25,20,7.517856950902921,2.677191003139649,8.057867364779966,158.52988354040693
NYISO,0.0,0.5,20,7.307523822173804,2.9048746187624785,7.942323928067219,154.2667178956321
NYISO,0.25,0.0,20,5.091967984902378,4.719822829237136,7.12095583766321,146.89884729440467
NYISO,0.25,0.25,20,5.20297557299812,4.863399538058473,7.266731082082667,133.85615570497978
NYISO,0.25,0.5,20,4.945642072323647,5.324008229139943,7.388405703036259,127.72839630352983
NYISO,0.0,0.0,25,6.599482617676644,2.5685133271728535,7.147424747188495,167.53178826197671
NYISO,0.0,0.25,25,7.2828727381718,3.077225485937419,8.003181645665899,157.58062721513787
NYISO,0.0,0.5,25,7.025973760704252,3.26502096702169,7.850179997380124,153.2917126194417
NYISO,0.25,0.0,25,4.789626059101487,5.102812014945866,7.171285630763924,145.49140270135524
NYISO,0.25,0.25,25,4.944281964587336,5.120498773868436,7.272573416205436,132.52239742371535
NYISO,0.25,0.5,25,4.719717460327766,5.53483474669672,7.390041056563618,126.33908099058084
NYISO,0.0,0.0,50,6.094321250362832,3.839270745668731,7.280549296406227,164.32900266610764
NYISO,0.0,0.25,50,6.394684411709152,4.301171489501292,7.878648342952892,154.02630810439615
NYISO,0.0,0.5,50,6.168976069745235,4.440082005137398,7.739708539963942,149.68772888888802
NYISO,0.25,0.0,50,3.901233728284682,6.047637901230004,7.384044154164338,140.78692544930416
NYISO,0.25,0.25,50,4.17604610593783,5.861970178605855,7.324465095351483,128.0795224864208
NYISO,0.25,0.5,50,3.905715019576286,6.340899767605962,7.554139155936443,121.51503060884792
NYISO,0.0,0.0,75,5.730319859386093,4.8600830054380335,7.6180670873009975,161.76741217962024
NYISO,0.0,0.25,75,5.893608406601841,5.049823008389155,7.946735105749891,151.51408125950226
NYISO,0.0,0.5,75,5.731256284895255,5.250725831363024,7.930066406552766,147.04673301381803
NYISO,0.25,0.0,75,3.436909946804316,6.450424997657439,7.484657026616799,137.89167810694755
NYISO,0.25,0.25,75,3.734400640801901,6.376746123546496,7.496531360220766,125.15517729482461
NYISO,0.25,0.5,75,3.468640639917538,6.842090066956072,7.7688775155668255,118.40926708252285
NYISO,0.0,0.0,100,5.489855055960375,5.5514020015289685,7.928985991066104,159.70149688129044
NYISO,0.0,0.25,100,5.553901986765729,5.619682592711691,8.087374227693276,149.50286099302554
NYISO,0.0,0.5,100,5.399937947384885,5.868917891123634,8.139835724072057,144.9283616604705
NYISO,0.25,0.0,100,3.0809339711326436,6.701637284901878,7.537213835915055,135.77525998836245
NYISO,0.25,0.25,100,3.352848534917895,6.757949157239112,7.653570014006024,122.9293212525329
NYISO,0.25,0.5,100,3.087779166984804,7.29161979618865,8.019907131968228,115.9775082735309
NYISO,0.0,0.0,200,4.864608253079057,7.194666696678584,8.834891917382404,153.88078924611028
NYISO,0.0,0.25,200,4.813075817095604,7.019465738310828,8.673280167478223,143.93320410245644
NYISO,0.0,0.5,200,4.645031644644384,7.430046749414288,8.908344756910594,139.00877793615552
NYISO,0.25,0.0,200,2.178695199416791,7.248554764888714,7.695349721985021,130.442921975146
NYISO,0.25,0.25,200,2.5235957163558984,7.761829774382302,8.271723936068597,117.00408139478158
NYISO,0.25,0.5,200,2.29643691288632,8.447776571029731,8.856541961348126,109.48656061691379
FR,0.0,0.0,1,8.74744511474732,0.0,8.74744511474732,165.35225477697554
FR,0.0,0.25,1,7.637209056625513,0.0,7.637209056625513,154.6184598231778
FR,0.0,0.5,1,6.035138724397828,0.0,6.035138724397828,150.32333538833643
FR,0.25,0.0,1,8.880679692610618,0.0,8.880679692610618,160.29906346430693
FR,0.25,0.25,1,8.553785759733207,0.0,8.553785759733207,149.27507553675824
FR,0.25,0.5,1,8.214356035869406,0.0,8.214356035869406,142.49359065229882
FR,0.0,0.0,2,8.6094448035065,0.4898667254652367,8.63628679298405,164.86238805151032
FR,0.0,0.25,2,7.468200361380309,0.5584935379625222,7.506807816787071,154.05996628521527
FR,0.0,0.5,2,6.100806960235765,0.4428451228392849,6.139118344319129,149.88049026549714
FR,0.25,0.0,2,8.666696717054007,0.6664517135339942,8.706783007003668,159.63261175077292
FR,0.25,0.25,2,8.584054643772701,1.3922329953831292,8.717313037091168,147.8828425413751
FR,0.25,0.5,2,8.182914988454137,1.3548225447331819,8.319900635226093,141.13876810756562
FR,0.0,0.0,3,8.559386616507947,0.649040409495036,8.596855185027168,164.52047688687938
FR,0.0,0.25,3,7.5233925234773515,0.7740704361579644,7.5830326806285475,153.653714813754
FR,0.0,0.5,3,6.143090382961483,0.8602003802108513,6.216880505445957,149.37708597212128
FR,0.25,0.0,3,8.56331019669607,0.9799897325494642,8.640094740353952,159.07602000176388
FR,0.25,0.25,3,8.183567064139314,1.9757916017518231,8.46067457483483,146.85403316458877
FR,0.25,0.5,3,7.713080448190572,2.2547123920279986,8.094790504006745,139.82270194466474
FR,0.0,0.0,4,8.534813970071864,0.7830451372737237,8.58351305233744,164.2250127688109
FR,0.0,0.25,4,7.553852314175582,1.0030933767111088,7.641357345250144,153.25991526570215
FR,0.0,0.5,4,6.05861235304535,1.158485954498103,6.185923738583898,148.8886953736232
FR,0.25,0.0,4,8.496041082844437,1.3265914198386377,8.620774765846992,158.51476854989474
FR,0.25,0.25,4,7.905080339476673,2.1634045307168703,8.269245619070755,146.11833523911992
FR,0.25,0.5,4,7.406048455559457,2.6658051465159405,7.972667663958298,138.79162314324424
FR,0.0,0.0,5,8.511388320308884,0.9319385379764977,8.576593361904324,163.93750849781256
FR,0.0,0.25,5,7.542962579694584,1.2327420016005488,7.659880208369955,152.87620872883778
FR,0.0,0.5,5,5.990933162661392,1.4056185493503357,6.179150196018069,148.42146652190937
FR,0.25,0.0,5,8.45548563369048,1.573853148189331,8.622760115035803,158.01024345785135
FR,0.25,0.25,5,7.727901371090574,2.352698521598764,8.155881090549459,145.47153908186712
FR,0.25,0.5,5,7.255680911184678,2.834973439160321,7.896175372680991,138.0322815916407
FR,0.0,0.0,10,8.425357644112234,1.3242007033096632,8.542176262460734,162.91810599031362
FR,0.0,0.25,10,7.318034267220695,1.8266600120030514,7.570872819235053,151.36038442079774
FR,0.0,0.5,10,5.8280071541371585,2.278405028954832,6.29192053356947,146.51942733819055
FR,0.25,0.0,10,8.158916990320016,2.402515480640383,8.545596483121919,155.98883309291216
FR,0.25,0.25,10,7.134240508301609,3.0213162372085565,7.847352218387354,143.11386454309053
FR,0.25,0.5,10,6.648082856221417,3.6101014695993228,7.7112442987778005,135.28269750038868
FR,0.0,0.0,15,8.278090545792567,1.6295983312860565,8.45981872641973,162.09099032607648
FR,0.0,0.25,15,7.126978377262498,2.1401898075936376,7.465985131832417,150.32639601673603
FR,0.0,0.5,15,5.799970030926348,2.783785708283167,6.477866868256729,145.10223225266506
FR,0.25,0.0,15,7.918809018157402,2.8560508693223414,8.453722142388767,154.56197195630514
FR,0.25,0.25,15,6.6432520484919655,3.700041175523374,7.732049116497993,141.21505376351107
FR,0.25,0.5,15,6.207329576806822,4.515461871674866,7.877309669493002,132.92889749805676
FR,0.0,0.0,20,8.10517699754464,1.906142043047641,8.351032269408707,161.3786082852721
FR,0.0,0.25,20,6.967428051638376,2.45160059233683,7.4173135092265445,149.43448193967882
FR,0.0,0.5,20,5.701870772199455,3.2032611494959244,6.591401986121499,143.90368381458524
FR,0.25,0.0,20,7.710706692820277,3.0715892393720208,8.335477080053117,153.52236876386078
FR,0.25,0.25,20,6.465636887103591,4.112991504693418,7.772596480203488,139.7553659132181
FR,0.25,0.5,20,6.029933004813037,5.121049151626349,8.080280419574263,131.05517602177258
FR,0.0,0.0,25,7.967128550133899,2.087286273410024,8.263030227752653,160.79309257958846
FR,0.0,0.25,25,6.789382226052338,2.742998052415844,7.368652727236675,148.62446081239105
FR,0.0,0.5,25,5.577104458188005,3.606813386302763,6.701702829812417,142.82791279949353
FR,0.25,0.0,25,7.519470459632719,3.2380463244420543,8.224860556751059,152.6795531479357
FR,0.25,0.25,25,6.4051403315102835,4.517721284693113,7.92703671637801,138.4650647157609
FR,0.25,0.5,25,5.918594017132309,5.577279776159576,8.264699477567278,129.48796345518673
FR,0.0,0.0,50,7.579454234343993,2.707331199413742,8.08385046139038,158.6412721856284
FR,0.0,0.25,50,6.210267186238518,3.8755216687772944,7.406737063197174,145.42790682556165
FR,0.0,0.5,50,5.20270984650477,5.309226141681972,7.55629291986163,138.42190791924904
FR,0.25,0.0,50,6.880087452295287,3.921113135879343,7.971139827069063,149.6363094332819
FR,0.25,0.25,50,6.16820483978728,5.583377841326624,8.362455290827297,134.04640940578653
FR,0.25,0.5,50,5.720821651535857,6.919764711923551,9.023576158466298,124.029678838465
FR,0.0,0.0,75,7.275548981164938,3.2261455699798214,7.999564478982575,157.00726280522667
FR,0.0,0.25,75,5.8988782847940975,4.576421631237707,7.553971061314861,143.13764996481132
FR,0.0,0.5,75,4.998209647560964,6.305454469683333,8.156430759215064,135.24211936375264
