region,solar,wind,hours,years,inter,intra,std,mean
PJM,0.0,0.0,-1,10,8.726527657289207,1.3409847854105765,8.857687692385277,167.09741956204007
PJM,0.0,0.25,-1,10,9.947989737876807,1.6527926046470371,10.101531845903654,159.53353430113995
PJM,0.0,0.5,-1,10,9.994289664096126,1.988570004000545,10.24202742990942,156.9329138074954
PJM,0.25,0.0,-1,10,7.00377875268437,2.988518166606249,7.7040795359493055,153.83748498753005
PJM,0.25,0.25,-1,10,6.639647750025049,3.3988361566705185,7.478967522958707,142.3346824202412
PJM,0.25,0.5,-1,10,6.698718953187307,4.350255819869038,8.032768756300712,137.20157386316657
PJM,0.5,0.0,-1,10,6.830069918429802,3.0569096572526666,7.592334676763462,153.55538689338306
PJM,0.5,0.25,-1,10,6.013815656033919,3.973921058728866,7.258808968447035,141.28247537192578
PJM,0.5,0.5,-1,10,5.830357867203024,4.933218254763821,7.755630721563668,135.60710621555552
PJM,0.0,0.0,-1,6,2.6505764403430483,1.1755058666626141,2.92439936754146,161.67832674268774
PJM,0.0,0.25,-1,6,4.828477014675226,1.7579092497852111,5.1849420105457105,153.1971860112301
PJM,0.0,0.5,-1,6,5.429857083034313,2.165632211935529,5.972323883355289,150.71786823250065
PJM,0.25,0.0,-1,6,4.615782341340093,2.3776358548395784,5.223840630344084,150.80595680374375
PJM,0.25,0.25,-1,6,3.1392124079169768,3.26522765010811,4.550991218690944,138.69889683229323
PJM,0.25,0.5,-1,6,3.8971416423679144,3.9812437814257957,5.638642207029917,133.9238304946232
PJM,0.5,0.0,-1,6,4.612829747442507,2.3949792156424667,5.235945202864087,150.63885339756985
PJM,0.5,0.25,-1,6,3.1165083365940993,3.4599415263104865,4.676616657827988,138.17563775739214
PJM,0.5,0.5,-1,6,3.53012157264154,4.300591286434668,5.667677326657277,132.90766734278807
PJM,0.0,0.0,-1,7,6.843469212032156,1.1327419684039624,6.946309266861187,164.2863645162767
PJM,0.0,0.25,-1,7,8.945147447291005,1.6604584168006722,9.123937401291913,156.3447438816715
PJM,0.0,0.5,-1,7,9.414518270803187,2.0748466203554066,9.709640700990715,153.95115045244634
PJM,0.25,0.0,-1,7,6.273322232227521,2.572924080946544,6.81793964474684,152.67937698419925
PJM,0.25,0.25,-1,7,6.934779809881435,3.246987252631673,7.668361237493296,141.23946859147003
PJM,0.25,0.5,-1,7,7.255627688877096,4.129250522679223,8.394835746407011,136.45012617674277
PJM,0.5,0.0,-1,7,6.104617900057742,2.5838392959179055,6.6709068258131845,152.41899193100357
PJM,0.5,0.25,-1,7,6.167862863104775,3.785085282585122,7.2890840350318165,140.37021067293617
PJM,0.5,0.5,-1,7,6.294610550479721,4.768824909572657,8.040543200158561,135.05898685666176
PJM,0.0,0.0,-1,3,1.0863774022159636,1.2461419033046028,1.689263281485735,160.64681994767892
PJM,0.0,0.25,-1,3,3.147980868055726,1.9352237142304078,3.755810119896448,152.94459895376252
PJM,0.0,0.5,-1,3,3.31385076923041,2.431805925489931,4.323260658978921,150.5001227273817
PJM,0.25,0.0,-1,3,2.9836669551945403,2.555079839001176,4.003168971058623,147.3511528664524
PJM,0.25,0.25,-1,3,1.81055457662837,3.456842718628427,3.916966455154549,136.43386464807608
PJM,0.25,0.5,-1,3,2.1459806438010167,3.675150270963099,4.286444581897163,131.3180343702502
PJM,0.5,0.0,-1,3,2.7569419898099876,2.531846285730646,3.843709360564969,147.1191168736606
PJM,0.5,0.25,-1,3,1.742195662316913,3.639581544249979,4.047867651593258,135.9211915922212
PJM,0.5,0.5,-1,3,1.9835488445715137,3.8166344975678923,4.338016241325184,130.39078545929814
PJM,0.0,0.0,-1,5,2.7656180664602656,1.1871743399588954,3.038239599839734,162.03934919577307
PJM,0.0,0.25,-1,5,3.5643673437054164,1.863564412803325,4.084207979073207,154.8008009848171
PJM,0.0,0.5,-1,5,3.987329152090742,2.4041072711242597,4.808694961544005,152.5296281814533
PJM,0.25,0.0,-1,5,3.9006489152233765,2.4101571785490363,4.627452285596874,149.49362741512178
PJM,0.25,0.25,-1,5,3.42537826269236,3.3521071309618415,4.811964276976184,138.8346851368144
PJM,0.25,0.5,-1,5,4.196017244963121,4.121276942600836,5.946875304696298,134.26187259906646
PJM,0.5,0.0,-1,5,3.860720835557816,2.4288040076337714,4.61282153065488,149.3083946852479
PJM,0.5,0.25,-1,5,3.4121328872028878,3.6080914562953668,4.974418948126312,138.21817390580281
PJM,0.5,0.5,-1,5,3.8528534600565982,4.5137193931259745,6.026263626338679,133.05601720063336
