,pct_wind_0,pct_wind_1,pct_wind_2,pct_wind_3,pct_wind_4,pct_wind_5,pct_wind_6,pct_wind_7,pct_wind_8,pct_wind_9,pct_wind_10,pct_wind_11,pct_wind_12,pct_wind_13,pct_wind_14,pct_wind_15,pct_wind_16,pct_wind_17,pct_wind_18,pct_wind_19,pct_wind_20,pct_wind_21,pct_wind_22,pct_wind_23,pct_wind_24,pct_wind_25,pct_wind_26,pct_wind_27,pct_wind_28,pct_wind_29,pct_wind_30,pct_wind_31,pct_wind_32,pct_wind_33,pct_wind_34,pct_wind_35,pct_wind_36,pct_wind_37,pct_wind_38,pct_wind_39,pct_wind_40,pct_wind_41,pct_wind_42,pct_wind_43,pct_wind_44,pct_wind_45,pct_wind_46,pct_wind_47,pct_wind_48,pct_wind_49,pct_wind_50,pct_wind_51,pct_wind_52,pct_wind_53,pct_wind_54,pct_wind_55,pct_wind_56,pct_wind_57,pct_wind_58,pct_wind_59,pct_wind_60,pct_wind_61,pct_wind_62,pct_wind_63,pct_wind_64,pct_wind_65,pct_wind_66,pct_wind_67,pct_wind_68,pct_wind_69,pct_wind_70,pct_wind_71,pct_wind_72,pct_wind_73,pct_wind_74,pct_wind_75,pct_wind_76,pct_wind_77,pct_wind_78,pct_wind_79,pct_wind_80,pct_wind_81,pct_wind_82,pct_wind_83,pct_wind_84,pct_wind_85,pct_wind_86,pct_wind_87,pct_wind_88,pct_wind_89,pct_wind_90,pct_wind_91,pct_wind_92,pct_wind_93,pct_wind_94,pct_wind_95,pct_wind_96,pct_wind_97,pct_wind_98,pct_wind_99,pct_wind_100
pct_solar_0,25.353192947303178,22.33768174394255,19.61438832319454,17.93642252573845,17.438877324900258,17.438877324900258,16.339251048660138,15.623951509889434,14.262338422574175,13.218181164653611,12.625306562322447,11.361110556852566,10.033174653422316,9.145636493366045,8.301569965319528,7.856339851684069,7.757524277632563,7.493038935890891,7.1370542424029235,6.816578910077553,6.698937173755681,6.455170494503067,6.256573043492521,6.0813236050702555,5.787475655980766,5.787475655980766,5.704918328387849,5.668972387271755,5.668972387271755,4.932051440001664,4.761715508069708,4.464908254982575,4.464908254982574,4.350377477956875,4.043840012020965,3.875831214624422,3.8392843235255087,3.644770889291945,3.644770889291945,3.644770889291945,3.539336443935015,3.409091469931684,3.360169235548744,3.2537365988029054,3.1321226089776895,3.1321226089776895,3.1321226089776895,3.1321226089776895,3.1321226089776886,3.1321226089776886,3.1062518523625458,3.1062518523625458,3.1062518523625458,3.1062518523625453,3.0791858445575535,2.9826861337131647,2.9826861337131647,2.9740222407176855,2.9695387114523593,2.9695387114523597,2.9489286762025206,2.8798803611197794,2.8798803611197794,2.8798803611197794,2.87988036111978,2.8798803611197794,2.87988036111978,2.87988036111978,2.87033811755803,2.835591112774338,2.814275800539898,2.814275800539898,2.814275800539898,2.807037934555326,2.8070379345553262,2.8070379345553262,2.7802296608647765,2.7802296608647765,2.7802296608647765,2.7802296608647765,2.780229660864777,2.6444924078048464,2.6444924078048464,2.644492407804846,2.609792914669834,2.5998057964433534,2.5998057964433534,2.5803259332196293,2.518376029006613,2.495977206899409,2.495977206899409,2.495977206899409,2.495977206899409,2.495977206899409,2.495977206899409,2.495977206899409,2.4959772068994095,2.4705820849412414,2.4386229147720924,2.438622914772092,2.438622914772092
pct_solar_1,27.43012289995026,24.203111611548156,19.576949855215737,18.979584014946905,18.47488065681225,17.713538775725755,16.172532342328772,15.39158332353152,14.362642153954472,13.323235748522846,12.590133653547033,11.873660330125613,10.072673993280636,9.132321276960772,8.630670665816641,8.262141402207307,7.769889288280164,7.286198767971939,6.950562049261666,6.83198040260256,6.695237506317925,6.444040606958961,6.01700016210489,5.908046594973887,5.776532508709396,5.5895088625217655,5.277967075074865,5.277967075074865,5.277967075074865,4.730176366969454,4.63901239340889,4.414317498680033,4.174419523968093,4.013618159359283,3.9659421163044524,3.7203328867884036,3.63384155998275,3.63384155998275,3.454256432525258,3.436660695462919,3.398122634796758,3.286461314588008,3.1911038892074592,3.09348531178546,3.09348531178546,3.09348531178546,3.08160841719954,3.0602931049650994,3.0602931049650994,3.0602931049650994,3.013167985098499,3.0131679850984994,2.881901000043965,2.881901000043965,2.8819010000439644,2.8819010000439644,2.8663175973600286,2.8663175973600286,2.8663175973600286,2.8663175973600286,2.866317597360029,2.8663175973600286,2.8462667674420925,2.8244649493985845,2.8244649493985845,2.7903191700903758,2.7757418636371263,2.7757418636371263,2.7757418636371263,2.7757418636371263,2.7757418636371263,2.7200240511465354,2.7200240511465354,2.7023911253763093,2.6917120818280957,2.6756086632400775,2.5960639973666395,2.596063997366639,2.5960639973666395,2.5960639973666395,2.5960639973666395,2.5632849037778396,2.5632849037778396,2.5299671576245535,2.4996128717440835,2.4996128717440835,2.4996128717440835,2.4996128717440835,2.4996128717440835,2.4847474384726627,2.4393270342603484,2.4084177427472424,2.4084177427472424,2.4084177427472424,2.4084177427472424,2.4084177427472424,2.4084177427472424,2.4084177427472424,2.3827666742839066,2.3827666742839066,2.3382115972397144
pct_solar_2,28.815689212943607,26.04661368714974,22.19939805935633,19.483669366742905,18.509455773829796,18.068930305313216,17.590374691672114,15.44750082258389,14.427226229204834,13.448667415927213,12.515068877417681,11.30254517018935,10.218231293459066,10.218231293459066,9.216016971974591,8.703059955018569,7.672913225933104,7.285923673883151,6.889204468427241,6.599618742872399,6.412144066357146,6.194602540766208,5.76656233618738,5.478096734941282,5.456781422706842,5.2466529851498445,5.089053611680134,4.976964227096898,4.709077993801492,4.452796224334409,4.160014466152724,4.031611089854281,3.8021279227162563,3.802127922716257,3.6861988706133273,3.6861988706133273,3.5690338875977488,3.490681434759672,3.394855251673392,3.394855251673392,3.368600885144377,3.2732434597638282,3.230449511210101,3.1287718918259997,3.1287718918259997,3.1287718918259997,3.096033055566235,3.0960330555662345,3.060277042450375,3.060277042450375,3.060277042450375,3.0059990657067037,2.967875087436086,2.8673717057931847,2.8673717057931847,2.8288400304328505,2.812801127428525,2.812801127428524,2.8128011274285245,2.812801127428524,2.812801127428524,2.7598308164951506,2.704113004004559,2.7041130040045593,2.704113004004559,2.7041130040045593,2.654520908065184,2.654520908065184,2.654520908065184,2.634637225167574,2.634637225167574,2.634637225167574,2.6090927483479396,2.6001985835278782,2.600198583527878,2.5681593427219322,2.5681593427219322,2.5681593427219327,2.5681593427219322,2.5681593427219322,2.5681593427219322,2.5681593427219322,2.517494190716219,2.5027703259821266,2.4251633314833994,2.4251633314833994,2.4251633314833994,2.4251633314833994,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.402674834353178,2.3891287345662966,2.389128734566296,2.389128734566296,2.389128734566296
pct_solar_3,30.928827444315836,26.33934990027941,24.14797260531139,22.23772672731568,18.784293048251904,17.853415165159678,17.31799401186789,15.785239837032272,14.54621816279897,13.4927592668485,11.998564369803814,11.017255628120447,10.003119307699658,9.743829819999712,8.821968952123433,8.609007260999148,8.009745024146506,7.6052150060883426,7.314576548824854,7.0739164718277125,6.553669056687187,6.308637365773337,5.849526640924995,5.745556147847432,5.429779878100063,4.941202481454319,4.509056534448741,4.357485230324556,4.204818287785088,4.077797174658394,3.912430059461435,3.733340285845274,3.6685070290248305,3.555843814636403,3.4534033002169973,3.4534033002169973,3.3676541371070985,3.3676541371070985,3.273696889383527,3.273696889383527,3.227969024094162,3.227969024094162,3.201160750403613,3.201160750403613,3.201160750403613,3.154129346604279,3.154129346604279,3.154129346604279,3.154129346604279,3.154129346604278,3.154129346604279,3.0942226246226543,3.0942226246226543,3.0556448630319304,3.055644863031931,3.0556448630319304,3.006052767092555,3.006052767092555,3.006052767092555,3.006052767092555,2.9341640247966447,2.846914131003525,2.846914131003525,2.781874636667925,2.781874636667925,2.734565001291878,2.734565001291878,2.734565001291878,2.734565001291878,2.7345650012918785,2.734565001291878,2.734565001291878,2.6487377657690447,2.6487377657690447,2.6487377657690447,2.6034472005663982,2.603447200566398,2.603447200566398,2.603447200566398,2.603447200566398,2.5695856785657925,2.5695856785657925,2.5695856785657925,2.5695856785657925,2.5695856785657925,2.532155194125897,2.532155194125897,2.497563551397331,2.497563551397331,2.4734681475935,2.4734681475935,2.45358446469589,2.45358446469589,2.433390620154279,2.433390620154279,2.433390620154279,2.428214734547326,2.428214734547326,2.4196017722965717,2.4196017722965717,2.4196017722965717
pct_solar_4,31.674560829714704,26.68901071214854,24.245317865514004,22.790234292835915,20.030681559800552,18.150295889489612,17.132806340950754,15.444910861884653,14.075358578912454,13.06746270468684,12.764347380538524,11.213203235311346,11.108081683947876,10.592146743133735,9.438954681468543,8.497235551211402,8.079826274819023,7.689374235658035,7.570792588998927,6.6313956736553585,6.6313956736553585,6.122969290416749,5.750065869972939,5.11885105057445,5.096921261743979,4.876052626247832,4.7678199579146066,4.321654319905928,4.1170099772839235,4.07118347297154,3.8920936993553785,3.800929725794813,3.69426592307443,3.6516150650395525,3.537177091745359,3.5127574895466864,3.4685629186237876,3.468562918623788,3.468562918623788,3.468562918623788,3.436621001432073,3.3432514411393885,3.3432514411393885,3.3172287601154613,3.3172287601154613,3.3172287601154613,3.3172287601154613,3.2693623746311755,3.2693623746311755,3.2693623746311755,3.2693623746311755,3.2693623746311755,3.2580259637139877,3.2580259637139877,3.1513417057903967,3.1513417057903967,3.1513417057903967,3.0866962628032373,3.0866962628032373,3.0866962628032373,3.086696262803237,3.064163120318873,3.036058372780067,2.968295951904783,2.968295951904783,2.9176307998990687,2.9176307998990687,2.9100659175798134,2.9100659175798134,2.9100659175798134,2.847632821647103,2.847632821647103,2.7721185636079086,2.7721185636079086,2.7589752977573494,2.75897529775735,2.7589752977573494,2.7589752977573494,2.6912750753637664,2.691275075363766,2.680963524286916,2.680963524286916,2.6707052928422352,2.6707052928422352,2.623395657466189,2.580957923810502,2.580957923810502,2.561676098369925,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.5283583522166393,2.50909312359679,2.50909312359679,2.464803875251348,2.464803875251348,2.464803875251348
pct_solar_5,32.12836997288248,28.08112345843079,25.521170942009803,23.273463925998996,20.91635421774277,18.77951289823552,17.0069948946513,15.56216904383914,14.2279808259717,13.83615544699579,12.343749340035197,11.95854694784078,11.500128731977515,10.467239709424728,8.91621091380437,8.527636054784796,8.305448648556101,8.093354570229126,7.502945735750778,6.742277288262629,6.284787241470409,6.114723439161455,6.010842797022805,5.808527974633119,5.583969557376134,5.115525042474922,4.896866237920581,4.461152787319574,4.461152787319573,4.171944226757375,4.171944226757375,3.968227257435345,3.827299318178895,3.827299318178895,3.7821658718433695,3.651082466924313,3.60723007293575,3.6072300729357507,3.5915328842505314,3.5915328842505305,3.5915328842505296,3.5915328842505296,3.5915328842505305,3.5915328842505305,3.5760312059180217,3.5760312059180217,3.5579020072640457,3.530302147790986,3.4755887973973625,3.454867728192954,3.3949557360404725,3.361569644403391,3.361569644403391,3.361569644403391,3.3219645581200643,3.3019821632264343,3.2708451391015734,3.2708451391015734,3.270845139101574,3.270845139101574,3.2515633136609963,3.242511358733867,3.242511358733867,3.242511358733867,3.235496055015864,3.225176668455265,3.225176668455265,3.225176668455265,3.1518603913061916,3.1518603913061916,3.0162619135283615,3.0162619135283615,2.926452781996235,2.8902461979564036,2.8902461979564036,2.8902461979564036,2.829675568935415,2.829675568935415,2.829675568935415,2.829675568935415,2.829675568935415,2.829675568935415,2.829675568935415,2.829675568935415,2.794179157308789,2.7698700396466958,2.7323121814690037,2.7323121814690037,2.7323121814690037,2.7323121814690037,2.6989944353157176,2.6989944353157176,2.6989944353157176,2.683011841444303,2.683011841444303,2.683011841444303,2.683011841444303,2.683011841444303,2.683011841444303,2.6323353052724947,2.6323353052724943
pct_solar_6,31.30566736519929,27.543408131005258,25.730354479397526,22.86824778658599,20.921240915756286,19.063445481845026,17.57579736534337,16.219808018794605,14.456273475994873,13.334105788827252,12.626097238408022,12.174416945589154,11.79281830096119,10.680190511795612,9.816276628011998,9.27980481105719,8.781277488855597,8.036519629721067,7.626242251963304,7.488101221712127,6.9642578608718395,6.7030458014031815,6.413099085787848,6.089130698146053,5.751279221640761,5.527244443072485,5.198877369209856,5.120206521958927,4.938724935524896,4.875949082656701,4.431210964545227,4.431210964545227,4.217963427385361,4.085830599187279,4.085830599187279,4.085830599187279,4.085830599187279,3.9449026599308294,3.8495752681276336,3.8495752681276336,3.8495752681276336,3.8495752681276336,3.7961457268052676,3.7961457268052676,3.748759462322256,3.656865603238571,3.656865603238572,3.6249479448550637,3.6249479448550637,3.6249479448550637,3.6249479448550637,3.6249479448550637,3.6249479448550637,3.624947944855064,3.6249479448550637,3.5961515992256103,3.5187188616588703,3.5187188616588703,3.4477775644422906,3.4477775644422906,3.4201777049692303,3.4201777049692303,3.4201777049692303,3.4201777049692303,3.4201777049692303,3.4201777049692303,3.3715138665826725,3.326037086808844,3.3260370868088445,3.326037086808844,3.274086112284845,3.2740861122848455,3.216682140469652,3.1190813880589294,3.1190813880589294,3.102326779873111,3.080396991042641,3.080396991042641,3.080396991042641,3.0157515480554813,3.0157515480554813,3.0157515480554813,3.0157515480554813,2.9687201442561473,2.9687201442561473,2.9687201442561473,2.9687201442561473,2.941238508098239,2.941238508098239,2.941238508098239,2.941238508098239,2.8754516445552825,2.822425732041855,2.7905517320605067,2.7771671930748942,2.7771671930748942,2.7771671930748942,2.777167193074894,2.7619798840689973,2.7619798840689973,2.7619798840689973
pct_solar_7,31.420732881634482,28.714631911743737,25.310950997851457,22.827370504592295,20.867721305133745,19.186073687772904,17.24501524408416,16.239477838145035,15.491609836455467,15.297879609751094,13.088341322339762,12.08672491793695,11.67493093267787,11.263323661325735,10.554948474492704,9.806018745039706,9.475310620199673,8.774647945318055,8.121505598870645,7.808848935340137,7.3865514056037584,6.956061733447879,6.862207498127031,6.670561135052163,6.380525367904583,6.124784764220747,5.837380081503374,5.837380081503374,5.472112503709442,5.328864619906666,5.075841362115002,4.945207109155278,4.769405969109346,4.488899471330381,4.430845333504115,4.430845333504115,4.430845333504115,4.430845333504115,4.242911515157503,4.242911515157504,4.242911515157504,4.166204271680127,3.9721171225921963,3.933366035469316,3.933366035469316,3.8906274837687085,3.8906274837687085,3.8906274837687085,3.848214673697068,3.8482146736970675,3.848214673697068,3.848214673697068,3.848214673697068,3.8482146736970675,3.7563208146133835,3.7563208146133826,3.7324175055171405,3.7324175055171405,3.7324175055171405,3.7015178669906335,3.655487496167632,3.6181284042265163,3.58445378821698,3.58445378821698,3.58445378821698,3.58445378821698,3.4977562423109476,3.4977562423109476,3.4977562423109476,3.429615836390523,3.377664861866524,3.377664861866524,3.377664861866524,3.377664861866524,3.377664861866524,3.377664861866524,3.377664861866524,3.3042850968939255,3.3042850968939255,3.269469572959163,3.250596721941469,3.250596721941469,3.250596721941469,3.2013247554206323,3.2013247554206323,3.2013247554206323,3.2013247554206323,3.2013247554206323,3.2013247554206323,3.1732200078818265,3.1085745648946665,3.063097785120838,3.063097785120838,3.029780038967552,3.029780038967552,3.029780038967552,2.982748635168218,2.982748635168218,2.9203677993998505,2.9203677993998505,2.8615916374682024
pct_solar_8,32.499875866861636,29.505063369349056,25.925430491605827,22.771490141256862,19.641223431190873,19.583143189837426,18.3925357233744,17.118271119332654,15.399092666716871,14.747369369432809,13.734702058514694,13.552831042002552,12.848435237903896,11.842434256863626,11.157138273339113,11.001295499899754,9.578952849231346,9.174244816255637,8.58859964940434,8.448483570946829,7.873430366942986,7.60164634818326,7.418495024308925,7.418495024308925,6.914643332687452,6.3213059638765206,6.3213059638765206,6.033901281159146,6.033901281159146,5.7083162587160325,5.5100416620189625,5.33351802627359,5.2145515420792234,5.156925814119881,5.024936081219472,4.860780628762684,4.721357985266948,4.6336220811150355,4.411486943795558,4.3305068863015705,4.33050688630157,4.3305068863015705,4.277407888166821,4.213896402071506,4.213896402071506,4.213896402071506,4.116039503969638,4.116039503969638,4.093575732090817,4.052798889813033,4.024002544183579,4.024002544183579,4.02400254418358,3.9597939577819727,3.9597939577819727,3.9597939577819723,3.9298575825984625,3.9298575825984625,3.9298575825984625,3.9298575825984625,3.9164691612072615,3.9164691612072615,3.9164691612072615,3.9164691612072615,3.9164691612072615,3.798032839826081,3.76666103971521,3.7666610397152094,3.7666610397152094,3.7666610397152094,3.7666610397152094,3.7471636271134914,3.7471636271134914,3.64462610135159,3.5215650399198837,3.4610468962952954,3.461046896295296,3.4346203325369036,3.4346203325369036,3.4346203325369036,3.3612405675643044,3.3612405675643044,3.3612405675643044,3.3612405675643044,3.3612405675643044,3.3612405675643044,3.306795099101288,3.306795099101288,3.306795099101288,3.306795099101288,3.295376147692284,3.2953761476922847,3.237441334063181,3.1731324642161653,3.1731324642161653,3.1398147180628797,3.051301637572082,3.051301637572082,3.051301637572082,3.0513016375720823,3.0033855647112544
pct_solar_9,32.4912434615741,29.715730990911226,27.230404368272264,24.0594027795015,21.09685370687395,19.30037724592027,18.39735208262878,17.307430306085962,15.691505016570542,14.575709970976714,13.989318200287022,13.732182932443523,13.537789679871548,12.548752902235027,11.516647800123039,11.329905388157174,10.621200517669221,9.700327964452857,8.93130965347837,8.8434598681609,7.850355980104354,7.731879031299018,7.5570744443164655,7.557074444316464,7.460918258999438,7.2469356678443955,7.246935667844394,7.00581164038971,6.62700968901726,6.2169773313440855,6.086291118180798,6.064570213410291,5.838917516214634,5.60151142248042,5.526103716869258,5.193898333221715,5.0409665055711095,4.924234108119787,4.924234108119787,4.924234108119787,4.7519586186193425,4.557157263694534,4.557157263694534,4.557157263694534,4.485974902087688,4.485974902087688,4.388118003985819,4.317579508472314,4.317579508472314,4.2749049419850635,4.274904941985063,4.195081467947533,4.195081467947533,4.195081467947533,4.195081467947533,4.103991335662682,4.103991335662683,4.103991335662682,4.03294904684386,3.996632267272968,3.996632267272968,3.932423680871361,3.932423680871361,3.932423680871361,3.932423680871361,3.90995990899254,3.90995990899254,3.90995990899254,3.90995990899254,3.909959908992539,3.909959908992539,3.909959908992539,3.909959908992539,3.851183747060891,3.851183747060892,3.851183747060892,3.851183747060892,3.851183747060892,3.765841883229982,3.640073955051173,3.6257290339157295,3.5906573787564464,3.4760676237540227,3.4534911751448245,3.4534911751448245,3.4534911751448245,3.4534911751448254,3.4534911751448245,3.4534911751448245,3.3991782386083447,3.3536406612818084,3.2954572105772897,3.2433177020632087,3.111045382112951,3.111045382112951,3.0342225383879184,3.0342225383879184,2.995694061322164,2.995694061322164,2.995694061322164,2.995694061322164
