year,month,day,hour,demand (MW)
2008,1,16,10,74568
2008,1,16,11,74416
2008,1,16,12,73939
2008,1,16,13,73351
2008,1,16,14,71428
2008,1,16,15,70338
2008,1,16,16,70973
2008,1,16,17,75675
2008,1,16,18,77231
2008,1,16,19,73849
2008,1,16,20,69681
2008,1,16,21,66694
2008,1,16,22,67060
2008,1,16,23,64979
2008,1,16,24,61998
2008,1,17,1,61928
2008,1,17,2,59686
2008,1,17,3,57925
2008,1,17,4,58743
2008,1,17,5,63133
2008,1,17,6,70523
2008,1,17,7,74626
2008,1,17,8,74084
2008,1,17,9,73621
2008,1,17,10,73524
2008,1,17,11,73155
2008,1,17,12,72859
2008,1,17,13,72319
2008,1,17,14,71041
2008,1,17,15,70368
2008,1,17,16,71390
2008,1,17,17,75274
2008,1,17,18,76385
2008,1,17,19,72634
2008,1,17,20,68044
2008,1,17,21,64940
2008,1,17,22,65097
2008,1,17,23,63008
2008,1,17,24,60100
2008,1,18,1,59689
2008,1,18,2,57365
2008,1,18,3,55728
2008,1,18,4,56555
2008,1,18,5,60882
2008,1,18,6,68336
2008,1,18,7,72333
2008,1,18,8,71903
2008,1,18,9,71340
2008,1,18,10,71204
2008,1,18,11,70998
2008,1,18,12,70625
2008,1,18,13,69526
2008,1,18,14,67560
2008,1,18,15,66107
2008,1,18,16,66494
2008,1,18,17,70699
2008,1,18,18,71915
2008,1,18,19,68527
2008,1,18,20,64607
2008,1,18,21,62083
2008,1,18,22,62840
2008,1,18,23,60454
2008,1,18,24,57071
2008,1,19,1,56106
2008,1,19,2,53201
2008,1,19,3,50861
2008,1,19,4,50466
2008,1,19,5,51482
2008,1,19,6,53999
2008,1,19,7,57092
2008,1,19,8,59160
2008,1,19,9,60209
2008,1,19,10,60146
2008,1,19,11,60722
2008,1,19,12,60840
2008,1,19,13,58408
2008,1,19,14,55985
2008,1,19,15,54619
2008,1,19,16,55373
2008,1,19,17,60551
2008,1,19,18,62675
2008,1,19,19,60403
2008,1,19,20,57625
2008,1,19,21,56201
2008,1,19,22,58077
2008,1,19,23,56775
2008,1,19,24,53961
2008,1,20,1,53253
2008,1,20,2,50539
2008,1,20,3,48257
2008,1,20,4,47358
2008,1,20,5,47652
2008,1,20,6,48561
2008,1,20,7,50294
2008,1,20,8,52456
2008,1,20,9,54674
2008,1,20,10,55925
2008,1,20,11,56770
2008,1,20,12,56876
2008,1,20,13,53604
2008,1,20,14,51098
2008,1,20,15,49744
2008,1,20,16,50771
2008,1,20,17,57312
2008,1,20,18,61092
2008,1,20,19,60758
2008,1,20,20,58656
2008,1,20,21,56761
2008,1,20,22,58027
2008,1,20,23,56683
2008,1,20,24,54242
2008,1,21,1,54511
2008,1,21,2,52516
2008,1,21,3,51236
2008,1,21,4,52821
2008,1,21,5,57861
2008,1,21,6,65826
2008,1,21,7,70465
2008,1,21,8,70567
2008,1,21,9,70604
2008,1,21,10,70541
2008,1,21,11,70151
2008,1,21,12,70212
2008,1,21,13,69409
2008,1,21,14,67699
2008,1,21,15,66623
2008,1,21,16,67299
2008,1,21,17,71708
2008,1,21,18,73711
2008,1,21,19,70344
2008,1,21,20,65776
2008,1,21,21,62698
2008,1,21,22,63237
2008,1,21,23,61043
2008,1,21,24,58177
2008,1,22,1,57917
2008,1,22,2,55416
2008,1,22,3,54032
2008,1,22,4,54989
2008,1,22,5,59770
2008,1,22,6,67255
2008,1,22,7,71350
2008,1,22,8,71166
2008,1,22,9,70773
2008,1,22,10,70622
2008,1,22,11,70209
2008,1,22,12,69609
2008,1,22,13,68595
2008,1,22,14,66661
2008,1,22,15,65663
2008,1,22,16,66279
2008,1,22,17,71896
2008,1,22,18,74546
2008,1,22,19,71571
2008,1,22,20,67412
2008,1,22,21,64618
2008,1,22,22,65580
2008,1,22,23,63533
2008,1,22,24,60866
2008,1,23,1,60675
2008,1,23,2,58487
2008,1,23,3,57044
2008,1,23,4,58065
2008,1,23,5,62361
2008,1,23,6,69091
2008,1,23,7,73281
2008,1,23,8,74154
2008,1,23,9,73838
2008,1,23,10,73299
2008,1,23,11,72645
2008,1,23,12,71400
2008,1,23,13,70107
2008,1,23,14,67686
2008,1,23,15,66288
2008,1,23,16,66598
2008,1,23,17,72410
2008,1,23,18,75136
2008,1,23,19,72090
2008,1,23,20,67962
2008,1,23,21,65149
2008,1,23,22,65937
2008,1,23,23,64106
2008,1,23,24,61366
2008,1,24,1,61296
2008,1,24,2,59107
2008,1,24,3,57451
2008,1,24,4,58368
2008,1,24,5,62681
2008,1,24,6,69769
2008,1,24,7,73948
2008,1,24,8,74128
2008,1,24,9,73564
2008,1,24,10,73075
2008,1,24,11,72561
2008,1,24,12,71686
2008,1,24,13,70606
2008,1,24,14,68714
2008,1,24,15,67788
2008,1,24,16,68515
2008,1,24,17,73440
2008,1,24,18,75952
2008,1,24,19,72593
2008,1,24,20,68315
2008,1,24,21,65503
2008,1,24,22,66364
2008,1,24,23,64657
2008,1,24,24,61912
2008,1,25,1,62008
2008,1,25,2,60009
2008,1,25,3,58500
2008,1,25,4,59740
2008,1,25,5,64372
2008,1,25,6,71961
2008,1,25,7,76189
2008,1,25,8,75974
2008,1,25,9,75173
2008,1,25,10,74122
2008,1,25,11,72959
2008,1,25,12,71802
2008,1,25,13,69739
2008,1,25,14,67253
2008,1,25,15,65538
2008,1,25,16,65883
2008,1,25,17,72087
2008,1,25,18,75234
2008,1,25,19,72456
2008,1,25,20,69138
2008,1,25,21,67113
2008,1,25,22,68536
2008,1,25,23,66627
2008,1,25,24,63557
2008,1,26,1,63201
2008,1,26,2,60554
2008,1,26,3,58556
2008,1,26,4,58380
2008,1,26,5,59848
2008,1,26,6,62611
2008,1,26,7,65685
2008,1,26,8,67788
2008,1,26,9,68693
2008,1,26,10,67826
2008,1,26,11,67317
2008,1,26,12,66219
2008,1,26,13,62884
2008,1,26,14,59721
2008,1,26,15,57856
2008,1,26,16,58240
2008,1,26,17,64796
2008,1,26,18,69039
2008,1,26,19,67540
2008,1,26,20,64880
2008,1,26,21,63906
2008,1,26,22,66237
2008,1,26,23,65075
2008,1,26,24,62781
2008,1,27,1,62742
2008,1,27,2,60227
2008,1,27,3,57922
2008,1,27,4,57301
2008,1,27,5,57751
2008,1,27,6,58814
2008,1,27,7,60438
2008,1,27,8,62854
2008,1,27,9,64708
2008,1,27,10,64880
2008,1,27,11,64540
2008,1,27,12,63466
2008,1,27,13,59467
2008,1,27,14,56216
2008,1,27,15,54605
2008,1,27,16,55296
2008,1,27,17,62235
2008,1,27,18,67742
2008,1,27,19,67945
2008,1,27,20,65660
2008,1,27,21,64022
2008,1,27,22,65352
2008,1,27,23,63959
2008,1,27,24,61958
2008,1,28,1,62579
2008,1,28,2,60712
2008,1,28,3,59397
2008,1,28,4,61122
2008,1,28,5,66058
2008,1,28,6,73706
2008,1,28,7,77742
2008,1,28,8,77968
2008,1,28,9,77597
2008,1,28,10,76631
2008,1,28,11,75773
2008,1,28,12,74825
2008,1,28,13,73106
2008,1,28,14,70429
2008,1,28,15,68994
2008,1,28,16,69375
2008,1,28,17,74890
2008,1,28,18,79015
2008,1,28,19,75997
2008,1,28,20,71839
2008,1,28,21,69095
2008,1,28,22,69854
2008,1,28,23,67786
2008,1,28,24,65221
2008,1,29,1,65347
2008,1,29,2,63057
2008,1,29,3,61573
2008,1,29,4,62790
2008,1,29,5,67548
2008,1,29,6,75267
2008,1,29,7,79177
2008,1,29,8,79093
2008,1,29,9,78919
2008,1,29,10,78721
2008,1,29,11,78210
2008,1,29,12,77494
2008,1,29,13,76369
2008,1,29,14,74443
2008,1,29,15,73418
2008,1,29,16,73800
2008,1,29,17,78197
2008,1,29,18,81007
2008,1,29,19,77506
2008,1,29,20,73054
2008,1,29,21,69943
2008,1,29,22,70591
2008,1,29,23,68451
2008,1,29,24,65329
2008,1,30,1,65158
2008,1,30,2,62857
2008,1,30,3,61313
2008,1,30,4,62066
2008,1,30,5,66153
2008,1,30,6,72987
2008,1,30,7,77085
2008,1,30,8,78328
2008,1,30,9,78687
2008,1,30,10,78779
2008,1,30,11,78720
2008,1,30,12,78042
2008,1,30,13,77328
2008,1,30,14,75040
2008,1,30,15,73515
2008,1,30,16,73232
2008,1,30,17,77648
2008,1,30,18,81102
2008,1,30,19,77805
2008,1,30,20,73416
2008,1,30,21,70787
2008,1,30,22,71586
2008,1,30,23,69674
2008,1,30,24,66929
2008,1,31,1,67316
2008,1,31,2,65234
2008,1,31,3,63509
2008,1,31,4,64518
2008,1,31,5,69004
2008,1,31,6,76556
2008,1,31,7,80075
2008,1,31,8,80050
2008,1,31,9,79736
2008,1,31,10,79301
2008,1,31,11,78733
2008,1,31,12,78256
2008,1,31,13,77357
2008,1,31,14,75181
2008,1,31,15,74258
2008,1,31,16,74455
2008,1,31,17,79131
2008,1,31,18,81763
2008,1,31,19,78245
2008,1,31,20,73516
2008,1,31,21,70418
2008,1,31,22,70864
2008,1,31,23,68677
2008,1,31,24,65861
2008,2,1,1,65729
2008,2,1,2,62973
2008,2,1,3,61010
2008,2,1,4,61810
2008,2,1,5,65945
2008,2,1,6,73116
2008,2,1,7,76887
2008,2,1,8,76683
2008,2,1,9,76640
2008,2,1,10,76938
2008,2,1,11,76541
2008,2,1,12,76053
2008,2,1,13,74784
2008,2,1,14,72535
2008,2,1,15,70848
2008,2,1,16,70805
2008,2,1,17,75306
2008,2,1,18,77856
2008,2,1,19,74894
2008,2,1,20,70915
2008,2,1,21,68509
2008,2,1,22,69594
2008,2,1,23,67516
2008,2,1,24,64390
2008,2,2,1,64040
2008,2,2,2,61392
2008,2,2,3,59210
2008,2,2,4,58926
2008,2,2,5,60182
2008,2,2,6,63032
2008,2,2,7,65892
2008,2,2,8,68205
2008,2,2,9,68904
2008,2,2,10,67916
2008,2,2,11,67566
2008,2,2,12,67176
2008,2,2,13,64478
2008,2,2,14,61799
2008,2,2,15,60108
2008,2,2,16,60086
2008,2,2,17,66044
2008,2,2,18,70897
2008,2,2,19,69561
2008,2,2,20,66990
2008,2,2,21,66086
2008,2,2,22,68301
2008,2,2,23,67207
2008,2,2,24,64794
2008,2,3,1,64627
2008,2,3,2,62004
2008,2,3,3,59653
2008,2,3,4,58727
2008,2,3,5,59139
2008,2,3,6,59927
2008,2,3,7,61188
2008,2,3,8,63776
2008,2,3,9,65895
2008,2,3,10,66662
2008,2,3,11,66844
2008,2,3,12,66469
2008,2,3,13,62839
2008,2,3,14,59954
2008,2,3,15,58596
2008,2,3,16,58994
2008,2,3,17,65231
2008,2,3,18,69749
2008,2,3,19,69109
2008,2,3,20,66629
2008,2,3,21,64328
2008,2,3,22,65018
2008,2,3,23,63279
2008,2,3,24,60891
2008,2,4,1,61077
2008,2,4,2,58876
2008,2,4,3,57232
2008,2,4,4,58401
2008,2,4,5,63252
2008,2,4,6,70786
2008,2,4,7,74766
2008,2,4,8,75328
2008,2,4,9,75666
2008,2,4,10,75779
2008,2,4,11,75641
2008,2,4,12,75387
2008,2,4,13,74247
2008,2,4,14,71792
2008,2,4,15,70257
2008,2,4,16,69697
2008,2,4,17,74109
2008,2,4,18,79013
2008,2,4,19,76120
2008,2,4,20,71599
2008,2,4,21,68746
2008,2,4,22,69444
2008,2,4,23,67466
2008,2,4,24,64918
2008,2,5,1,64968
2008,2,5,2,62786
2008,2,5,3,61280
2008,2,5,4,62291
2008,2,5,5,66666
2008,2,5,6,74122
2008,2,5,7,77398
2008,2,5,8,76902
2008,2,5,9,76553
2008,2,5,10,76235
2008,2,5,11,75611
2008,2,5,12,74515
2008,2,5,13,73235
2008,2,5,14,71040
2008,2,5,15,69753
2008,2,5,16,69526
2008,2,5,17,73408
2008,2,5,18,77171
2008,2,5,19,73923
2008,2,5,20,69386
2008,2,5,21,66336
2008,2,5,22,67059
2008,2,5,23,64746
2008,2,5,24,61694
2008,2,6,1,61566
2008,2,6,2,59040
2008,2,6,3,57427
2008,2,6,4,58180
2008,2,6,5,62375
2008,2,6,6,68933
2008,2,6,7,72463
2008,2,6,8,73067
2008,2,6,9,72659
2008,2,6,10,71989
2008,2,6,11,71172
2008,2,6,12,70382
2008,2,6,13,69340
2008,2,6,14,66924
2008,2,6,15,65421
2008,2,6,16,64868
2008,2,6,17,69196
2008,2,6,18,74459
2008,2,6,19,71790
2008,2,6,20,67740
2008,2,6,21,65183
2008,2,6,22,66069
2008,2,6,23,64341
2008,2,6,24,61686
2008,2,7,1,62008
2008,2,7,2,59924
2008,2,7,3,58430
2008,2,7,4,59528
2008,2,7,5,64132
2008,2,7,6,71919
2008,2,7,7,75166
2008,2,7,8,74788
2008,2,7,9,73942
2008,2,7,10,73051
2008,2,7,11,71694
2008,2,7,12,70319
2008,2,7,13,68557
2008,2,7,14,66050
2008,2,7,15,64407
2008,2,7,16,64058
2008,2,7,17,68801
2008,2,7,18,74661
2008,2,7,19,72047
2008,2,7,20,68208
2008,2,7,21,65646
2008,2,7,22,66653
2008,2,7,23,65166
2008,2,7,24,62543
2008,2,8,1,62822
2008,2,8,2,60753
2008,2,8,3,59396
2008,2,8,4,60581
2008,2,8,5,65210
2008,2,8,6,72958
2008,2,8,7,75896
2008,2,8,8,75393
2008,2,8,9,74171
2008,2,8,10,72551
2008,2,8,11,70887
2008,2,8,12,69452
2008,2,8,13,67199
2008,2,8,14,64192
2008,2,8,15,62313
2008,2,8,16,61639
2008,2,8,17,66754
2008,2,8,18,72144
2008,2,8,19,70028
2008,2,8,20,66747
2008,2,8,21,64721
2008,2,8,22,66243
2008,2,8,23,64376
2008,2,8,24,61443
2008,2,9,1,61198
2008,2,9,2,58716
2008,2,9,3,56839
2008,2,9,4,56666
2008,2,9,5,57922
2008,2,9,6,60722
2008,2,9,7,63140
2008,2,9,8,65271
2008,2,9,9,65017
2008,2,9,10,63510
2008,2,9,11,62918
2008,2,9,12,62118
2008,2,9,13,58967
2008,2,9,14,55904
2008,2,9,15,54165
2008,2,9,16,54102
2008,2,9,17,59231
2008,2,9,18,65517
2008,2,9,19,64105
2008,2,9,20,61628
2008,2,9,21,60531
2008,2,9,22,62895
2008,2,9,23,62048
2008,2,9,24,59664
2008,2,10,1,59605
2008,2,10,2,57118
2008,2,10,3,55018
2008,2,10,4,54299
2008,2,10,5,54718
2008,2,10,6,55926
2008,2,10,7,57280
2008,2,10,8,59465
2008,2,10,9,60478
2008,2,10,10,60178
2008,2,10,11,59690
2008,2,10,12,58847
2008,2,10,13,55079
2008,2,10,14,51921
2008,2,10,15,50077
2008,2,10,16,50137
2008,2,10,17,56156
2008,2,10,18,63789
2008,2,10,19,64106
2008,2,10,20,62307
2008,2,10,21,60894
2008,2,10,22,62277
2008,2,10,23,61093
2008,2,10,24,59071
2008,2,11,1,59800
2008,2,11,2,57830
2008,2,11,3,56719
2008,2,11,4,58514
2008,2,11,5,63268
2008,2,11,6,70583
2008,2,11,7,74032
2008,2,11,8,74764
2008,2,11,9,73851
2008,2,11,10,72641
2008,2,11,11,71405
2008,2,11,12,70368
2008,2,11,13,68648
2008,2,11,14,66041
2008,2,11,15,64232
2008,2,11,16,63792
2008,2,11,17,68234
2008,2,11,18,74651
2008,2,11,19,72348
2008,2,11,20,68300
2008,2,11,21,65757
2008,2,11,22,66700
2008,2,11,23,65265
2008,2,11,24,62844
2008,2,12,1,63031
2008,2,12,2,60976
2008,2,12,3,59777
2008,2,12,4,61029
2008,2,12,5,65432
2008,2,12,6,71965
2008,2,12,7,74773
2008,2,12,8,74816
2008,2,12,9,73719
2008,2,12,10,72398
2008,2,12,11,71082
2008,2,12,12,69872
2008,2,12,13,68020
2008,2,12,14,65517
2008,2,12,15,63910
2008,2,12,16,63570
2008,2,12,17,67916
2008,2,12,18,74378
2008,2,12,19,72113
2008,2,12,20,68240
2008,2,12,21,65862
2008,2,12,22,67080
2008,2,12,23,65297
2008,2,12,24,63173
2008,2,13,1,63925
2008,2,13,2,61781
2008,2,13,3,60450
2008,2,13,4,61400
2008,2,13,5,65453
2008,2,13,6,70600
2008,2,13,7,72924
2008,2,13,8,73917
2008,2,13,9,72868
2008,2,13,10,71652
2008,2,13,11,70388
2008,2,13,12,69078
2008,2,13,13,67308
2008,2,13,14,64823
2008,2,13,15,63047
2008,2,13,16,62720
2008,2,13,17,67085
2008,2,13,18,73644
2008,2,13,19,71610
2008,2,13,20,68030
2008,2,13,21,65670
2008,2,13,22,66909
2008,2,13,23,65296
2008,2,13,24,63949
2008,2,14,1,65298
2008,2,14,2,63237
2008,2,14,3,61383
2008,2,14,4,62409
2008,2,14,5,66524
2008,2,14,6,71781
2008,2,14,7,74146
2008,2,14,8,74486
2008,2,14,9,74033
2008,2,14,10,73148
2008,2,14,11,72083
2008,2,14,12,70931
2008,2,14,13,69129
2008,2,14,14,66858
2008,2,14,15,65296
2008,2,14,16,65138
2008,2,14,17,69241
2008,2,14,18,75392
2008,2,14,19,73035
2008,2,14,20,69265
2008,2,14,21,67204
2008,2,14,22,68369
2008,2,14,23,66835
2008,2,14,24,65386
2008,2,15,1,66751
2008,2,15,2,64399
2008,2,15,3,62767
2008,2,15,4,63613
2008,2,15,5,67587
2008,2,15,6,72384
2008,2,15,7,74815
2008,2,15,8,75601
2008,2,15,9,75816
2008,2,15,10,75566
2008,2,15,11,75115
2008,2,15,12,74397
2008,2,15,13,72646
2008,2,15,14,70162
2008,2,15,15,68209
2008,2,15,16,67990
2008,2,15,17,71534
2008,2,15,18,76740
2008,2,15,19,74354
2008,2,15,20,70945
2008,2,15,21,69227
2008,2,15,22,70739
2008,2,15,23,69023
2008,2,15,24,66878
2008,2,16,1,67732
2008,2,16,2,64968
2008,2,16,3,62788
2008,2,16,4,62514
2008,2,16,5,63897
2008,2,16,6,66257
2008,2,16,7,68320
2008,2,16,8,70922
2008,2,16,9,71275
2008,2,16,10,70224
2008,2,16,11,69679
2008,2,16,12,68957
2008,2,16,13,65758
2008,2,16,14,62669
2008,2,16,15,60819
2008,2,16,16,60627
2008,2,16,17,64809
2008,2,16,18,71864
2008,2,16,19,70790
2008,2,16,20,68144
2008,2,16,21,67131
2008,2,16,22,69180
2008,2,16,23,68024
2008,2,16,24,65427
2008,2,17,1,65632
2008,2,17,2,63004
2008,2,17,3,60762
2008,2,17,4,59940
2008,2,17,5,60193
2008,2,17,6,61056
2008,2,17,7,62024
2008,2,17,8,64313
2008,2,17,9,65450
2008,2,17,10,65231
2008,2,17,11,64889
2008,2,17,12,64118
2008,2,17,13,60399
2008,2,17,14,57104
2008,2,17,15,55136
2008,2,17,16,54870
2008,2,17,17,59808
2008,2,17,18,67948
2008,2,17,19,68463
2008,2,17,20,66403
2008,2,17,21,65254
2008,2,17,22,66555
2008,2,17,23,65171
2008,2,17,24,63068
2008,2,18,1,63527
2008,2,18,2,61788
2008,2,18,3,60565
2008,2,18,4,62059
2008,2,18,5,66542
2008,2,18,6,71101
2008,2,18,7,73369
2008,2,18,8,74557
2008,2,18,9,73961
